rs,name,lon,lat,r1
571,Patreksfjordur,-23.999,65.598,476
55,Talknafjordur,-23.823,65.627,55
112,Sudureyri,-23.526,66.129,94
160,Flateyri,-23.508,66.046,66
112,Hellissandur,-23.882,64.915,46
160,Bolungarvik,-23.25,66.157,79
66,Hnifsdalur,-23.12,66.11,24
4233,Isafjordur,-23.124,66.075,1419
134,Bildudalur,-23.599,65.686,112
230,Thingeyri,-23.489,65.877,192
24,Rif,-23.815,64.923,24
476,Olafsvik,-23.708,64.897,397
112,Sudavik,-22.986,66.038,46
192,Grundarfjordur,-23.261,64.925,134
1419,Stykkisholmur,-22.725,65.076,476
134,Sandgerdi,-22.7,64.033,46
331,Reykholar,-22.199,65.448,276
134,Melahverfi Hvalfirdi,-21.849,64.382,94
46,Gardur,-22.652,64.071,28
112,Hafnir,-22.679,63.933,66
160,Keflavik og Njardvik,-22.548,63.998,160
331,Grindavik,-22.434,63.843,134
94,Vogar,-22.377,63.984,46
476,Akranes,-22.058,64.319,160
331,Budardalur,-21.762,65.109,331
331,Borgarnes,-21.91,64.545,134
46,Alftanes,-22.013,64.11,24
112,Drangsnes,-21.44,65.69,66
55,Hafnarfjordur,-21.955,64.072,33
66,Hvanneyri,-21.766,64.562,55
24,Gardabaer,-21.928,64.091,20
192,Grundarhverfi Kjalarnesi,-21.831,64.242,66
276,Bifrost,-21.549,64.766,134
112,Mosfellsbaer,-21.69,64.167,39
685,Holmavik,-21.683,65.701,331
94,Seltjarnarnes,-21.983,64.151,28
33,Reykjavik,-21.897,64.133,20
66,Solheimar,-20.642,64.066,33
571,Hvammstangi,-20.943,65.398,276
134,Thorlakshofn,-21.378,63.861,112
24,Arbaejarhverfi Olfusi,-21.032,63.944,20
79,Stokkseyri,-21.062,63.837,28
685,Selfoss,-21.003,63.937,230
276,Blonduos,-20.28,65.658,230
160,Laugarbakki,-20.894,65.328,55
192,Hveragerdi,-21.184,64.001,79
94,Eyrarbakki,-21.142,63.861,79
397,Skagastrond,-20.303,65.823,134
331,Laugarvatn,-20.733,64.218,79
134,Borg Grimsnesi,-20.764,64.077,94
112,Thykkvibaer,-20.607,63.747,94
134,Reykholt Biskupstungum,-20.443,64.181,55
397,Fludir,-20.32,64.131,192
571,Hvolsvollur,-20.231,63.749,230
2042,Vestmannaeyjar,-20.276,63.44,476
476,Varmahlid,-19.444,65.553,160
79,Laugaras,-20.499,64.116,39
230,Holar i Hjaltadal,-19.113,65.733,160
476,Siglufjordur,-18.907,66.155,192
230,Hella,-20.401,63.834,94
685,Saudarkrokur,-19.64,65.748,476
192,Hofsos,-19.41,65.898,134
230,Olafsfjordur,-18.653,66.071,94
397,Dalvik,-18.53,65.974,276
79,Hrisey,-18.375,65.979,46
55,Litli-Arskogssandur,-18.354,65.945,28
55,Hauganes,-18.301,65.923,24
397,Grimsey,-18.009,66.538,331
39,Lonsbakki,-18.147,65.7,20
94,Svalbardseyri,-18.085,65.743,39
230,Hrafnagil,-18.094,65.571,94
46,Kristnes,-18.086,65.596,20
571,Vik,-19.006,63.42,397
160,Grenivik,-18.181,65.946,94
2042,Akureyri,-18.101,65.689,1702
476,Husavik,-17.343,66.047,331
685,Kirkjubaejarklaustur,-18.038,63.794,476
331,Laugar,-17.36,65.721,112
476,Reykjahlid,-16.91,65.64,331
276,Kopasker,-16.44,66.302,192
685,Raufarhofn,-15.949,66.454,276
476,Bakkafjordur,-14.803,66.037,192
986,Thorshofn,-15.336,66.198,397
1183,Vopnafjordur,-14.828,65.753,397
112,Nesjahverfi Hornafirdi,-15.226,64.312,46
1702,Hofn i Hornafirdi,-15.208,64.255,685
46,Fellabaer,-14.426,65.283,20
2042,Egilsstadir,-14.406,65.262,986
192,Reydarfjordur,-14.218,65.033,192
476,Djupivogur,-14.283,64.657,192
66,Eskifjordur,-14.013,65.071,66
134,Seydisfjordur,-14.009,65.26,134
331,Borgarfjordur eystri,-13.816,65.528,192
55,Breiddalsvik,-14.003,64.791,55
230,Stodvarfjordur,-13.874,64.833,94
331,Faskrudsfjordur,-14.014,64.93,94
476,Neskaupstadur,-13.676,65.147,192
100000,Reykjavík,-21.903,64.115,100000
55,Hamrar,-21.793,64.145,39
